..3....8..5.1....66....74....8.9..4.7....5....1.6..8.....9...2.....2...8..2...3.4  11.9 11.9 11.3   
.2..5.7...56.....27......4.2...6...7.....3......8........9...1.5.8.2...46...4...5  10.9 01.2 01.2   
.2..5.7...56.....27......4.2...6...5...9.2.1...8......5...2.3.46...4...7.....3...  10.9 01.2 01.2   
.2..5.7...56.....27......4.2...6...5..8.........1..3..59..4...76...2...4...9..2..  10.9 01.2 01.2   
.2..5.7...56.....27......4.2...6...5.....3.....1...8.....9.....5...2...469..45..7  10.9 01.2 01.2   
.2..5.7...56.....27......4.2...4..176...2...5...9.......8......5...6...4..21..3..  10.9 01.2 01.2   
.2..5.7...56.....27..2...4.2...6...5...9...1...8......5...2.3.46...4...7.....3...  10.9 01.2 01.2   
.2..5.7...56.....27..2...4.2...4...7...9...1...8......5...6...46...2.3.5.....3...  10.9 01.2 01.2   
.2..5.7...56.....27..2...4.2...4...7...9...1...8......5...6.3.46...2...5.....3...  10.9 01.2 01.2   
.2..5.7..4....9.3.6..2.3.4.....1......85.....9....4.6..9.....5.5...4.6.3......4..  10.9 01.2 01.2   
.2..5.7..4....9.3.6..2.3.4.....1......85.....9....4.6..94....5.5.....6.3.........  10.9 01.2 01.2   
.2..5.7..4.67.....7....2..6..1...8...7.2....4.6.5.8..2.4.6....5....9...........3.  10.9 01.2 01.2   
.2..5.7..4.67..........2..4....9....3......1..6.2....7.786....2......8...4.5....6  10.9 01.2 01.2   
.2..5.7..4.67...2.........4.6.5....7..7..19..8.........7.6....2......3...4.2....5  10.9 01.2 01.2   
.2..5......71....6....73...2......9..4.5..8....5..1..3..6.1...7.8.6...4.9........  10.9 01.2 01.2   
.2..5......6..91..7...3......8..16..5...2.....3.8...7...4....98.....4..6....1.4..  10.9 01.2 01.2   
.2..567.......9..37..1...6.2.5......8.........6.....4...76...9..4..7.8..6....3..1  10.9 01.2 01.2   
.2..567..4..........8........5..8.6.3......5..6..15..7...9....2......6.1.1..62.7.  10.9 01.2 01.2   
.2..567..4..7.....7....2..6..1...8...7.2....4.6.5.8..2.4.6....5....9...........3.  10.9 01.2 01.2   
.2..5......67....37....3.5...9..8...5...7...6......91.3...2...5.4..........1.48..  10.9 01.2 01.2   
.2..56...4..7.....7....2..6....9..1...1..78...4.6....73....8.9.......3...6.2....5  10.9 01.2 01.2   
.2..56...4..7.....7....2..6..8...3...7.2....5....1...........9..6.5....294.6....7  10.9 01.2 01.2   
.2..56...4..7.....7....2..6.....1.....8....9..7.6....234.2..8.5.......3..6.5....4  10.9 01.2 01.2   
.2..56...4..7.....7....2..6..1....5.......9...7.6....436.5....2.....83...4.2....5  10.9 01.2 01.2   
.2..56...4..7.....7....2..6..1....5.......9...7.6....436.2....5.....83...4.5....2  10.9 01.2 01.2   
.2..5.....567....37....3.....9..85..5...7...6......91.3...2...5.4..........1.48..  10.9 01.2 01.2   
.2..5....4....9.6...8.....1...7...3.3....46....5.....8.............1.3.29..6.3.7.  10.9 01.2 01.2   
.2..5....4....9.3....37......1..4..85...9..7....5..6...8......27..9...4...6...1..  10.9 01.2 01.2   
.2..5....4....91.........6.........78....149.9....38..3..9......4.31.9.......4..8  10.9 01.2 01.2   
.2..5....4.6..9.....92..6...6...45..3.81............13....7...8.4...29.........7.  10.9 01.2 01.2   
.2..5....4.6..9.....92..6.........1..4.8.52...9...25..3...7.....6...49..........8  10.9 01.2 01.2   
.2..5....4.6..9.....92..6.........1..4.8.25...9...52..3...7.....6...49..........8  10.9 01.2 01.2   
.2..5....4.67.....7....2..6....98.1...1...8...4.6....23.....9.........3..7.2....5  10.9 01.2 01.2   
.2..5....4.67.....7....2..6....9..1...1..78...4.6....73....8.9.......3...6.2....5  10.9 01.2 01.2   
.2..5....4.67.....7....2..6..8...3...7.2....5....1...........9..6.5....294.6....7  10.9 01.2 01.2   
.2..5....4.67.....7....2..6.....1.....8....9..7.6....234.2..8.5.......3..6.5....4  10.9 01.2 01.2   
.2..5....4.67.....7....2..6..1....5.......9...7.6....436.5....2.....83...4.2....5  10.9 01.2 01.2   
.2..5....4.67.....7....2..6..1....5.......9...7.6....436.2....5.....83...4.5....2  10.9 01.2 01.2   
.2.4....9.....9.23...1..4...1...43..6...7......8.....6..78...5.5.........4...29..  10.9 01.2 01.2   
.2.4....9..7.8..6.6.....5.......3....4.2....1..5...83..7..41...........79.27.....  10.9 01.2 01.2   
.2.4....9..7.8....6....3.......6.8..3....7....9.2....4........2.1...495....5..14.  10.9 01.2 01.2   
.2.4....9..7.8..3.6.....5....5.9.....1...4..2...21....3....8.7..9..4...8......6..  10.9 01.2 01.2   
.2.4....9..7.8.2..........526..1......17.8.........1......7.6...3.....2.9.6.2.8..  10.9 01.2 01.2   
.2.4....9..7.8.23.6...............93.....5..1.1.2..4..5...6.....3.9...4...8..7...  10.9 01.2 01.2   
.2.4....9..7......6...2..5......8..3..6.7..1....9..4..5..8....17.1...3...6..1..2.  10.9 01.2 01.2   
.2.4....9..7....3.6.....5....59...7..1..4...2.....86..3...1.....9...4..8...29....  10.9 01.2 01.2   
.2.4....9..6.......982..5.4..18......8..942......2...85.........1.9....2....7..3.  10.9 01.2 01.2   
.2.4....9..6.8....7...23.4...8......3....7....4.2...9........25.1.5..9......6..14  10.9 01.2 01.2   
.2.4....94....9.3..8..3.........71...75......8...2...33...9...4.......6....6.1.5.  10.9 01.2 01.2   
.2.4....94.....13...9.3....2...1...3......8....56.....3.2.47..1.......7.9...2...4  10.9 01.2 01.2   
.2.4....94.....13...9.3....2...1...3398.4...1......8...6...7..........5.9...2...4  10.9 01.2 01.2   
.2.4..........9.3.8...3.5....1....6.3...7...5.9...2........4..77...6..5..1....8.3  10.9 01.2 01.2   
.2.......4....9.3....7..1.5........86..8.4.9.9....3.6...6....5.5..9....3..4..59..  10.9 01.2 01.2   
.2.4....9.......2.7....35...35..8..68...6......73..8.....19..4...1......6....53..  10.9 01.2 01.2   
.2.4...89.....9..27.....4.....3...6..7...82...3...49..3.5.........1......4...78..  10.9 01.2 01.2   
.2.4...8......9..6....3.5....5...1..3.....6...7...2.4..9.8........9.4.7.....6...1  10.9 01.2 01.2   
.2.4...8......9..6....3.1..2.58......7.......8.4..5.7.....6.9....1.....3.4.5...2.  10.9 01.2 01.2   
.2.4...89.......3.....7.4.....9....8..4.2.1....8..3.2.5..........25...949...6....  10.9 01.2 01.2   
.2.4...8......9.3...6.7...4..45...9..6..4...7.....8....71...3..6...1...2.42..5...  10.9 01.2 01.2   
.2.4...8.....8....7....3..6..7...9..6....7..1.94.2.....6..7...55..6..37......5.1.  10.9 01.2 01.2   
.2.4...8...7..9.....6.3.....1.8....5..9...3..6......2....5....17.....6...4.....52  10.9 01.2 01.2   
.2.4...8....78....7....3..6......9..6....7..1.94.2.....6......55..6..37..7...5.1.  10.9 01.2 01.2   
.2.4...8....78....7....3..6..7...9..6....7..1.94.2.....6......55..6..37......5.1.  10.9 01.2 01.2   
.2.4...8...7.8...6..9..3.........6...3..4..2....2.15....5.....7.8...4.1.9...3....  10.9 01.2 01.2   
.2.4...8...7.....68...3.1.......13......6...7.9.8...5.5.4....2..8..2....9..5.....  10.9 01.2 01.2   
.2.4...8...7......6....2..5.6...5..75.1...3.....9.......6..7..2....4.9...7.8...3.  10.9 01.2 01.2   
.2.4...8...6..9...7...3...4.....7....4.2....59...6.....1.5..4.......3.12.......58  10.9 01.2 01.2   
.2.4...8...6...1....9.3...6..1...3.....5..4...4...7.2....8.....6...9.....7...4.5.  10.9 01.2 01.2   
.2.4...8.4.......6..9..35..2..9...7...4.6.....9...1..3..28...9.87......5.4..1....  10.9 01.2 01.2   
.2.......4...8.2.6..97...5...15...7......4..383..........6..9.5....71.6...6......  10.9 01.2 01.2   
.2.4..7.9.....91.2.......4...8.6....3..5......1...2.7.6.......8.7...4.9...5.3....  10.9 01.2 01.2   
.2.4.......7..9...6..23...5....1...8.9.....2...47.25..3.....8...1.6.3..2.......5.  10.9 01.2 01.2   
.2.4..7.94......2...9...5....59...7.8....1.......6...8..25...4..1..3....6....23..  10.9 01.2 01.2   
.2.4..7.94......2...9...5.......38..6...1......72...4.3...6.....1...8.....45...7.  10.9 01.2 01.2   
.2.4..7.94......2...9...5...1...8...3.......6..52...7.....6.3....75...4.8...1....  10.9 01.2 01.2   
.2.4.......7..9.36..9..7.5....37..1......19.5..1........5..3.9.8.........6..1.5..  10.9 01.2 01.2   
.2.4..7.......9.366..........1.3...5.4.2..1....5....9..8..14...7.28..........28..  10.9 01.2 01.2   
.2.4.......7..9.3.6..........5..1..3....6..5.8...2.9...4......5.8.....71..1..53..  10.9 01.2 01.2   
.2.4..7.......9..3....3..6....8......8.....426.7...8...7.6..2....1..5...9...1..5.  10.9 01.2 01.2   
.2.4.......7..92..6...3...5....1...8.9.....2...47.25..3.....8...1.6.3..2.......5.  10.9 01.2 01.2   
.2.4..7.......91.2..9....4...5......6..8....3.7...2.1...85......4...7.9.....3.6..  10.9 01.2 01.2   
.2.4.......7.8...6.8.....1.2.59......7..2...5..6..3........49..7...6...2.6.3..1..  10.9 01.2 01.2   
.2.4.......7.8...6.....35....6.9...83....2....4.5.......1...89..6......19...1..7.  10.9 01.2 01.2   
.2.4..7......8...3..8.31.....9..5.175.........7.9..2.....6......6.....429.7...6..  10.9 01.2 01.2   
.2.4..7....6..9...7...2...6..4.9.6.....3.8...8......5...7.6.2..51......3........1  10.9 01.2 01.2   
.2.4..7....6......7...13........48.....8...92.8..2...73......56.7.9..4....1..5...  10.9 01.2 01.2   
.2.4..7...5...9...6...3..1..9.....3......5..88...7.1..3...6...1..2...67......43..  10.9 01.2 01.2   
.2.4.......71.9.36..9..7.5....39..1.......5.7..1.......6..1....8..........5..3.7.  10.9 01.2 01.2   
.2.4.......71.9.36..9..7.5....37..1.......9.5..1........5..3.9.8.........6..1....  10.9 01.2 01.2   
.2.4.6..9.5...9..27......4.2.1..59...9.6.....5.......1......8...1...2..69..3.....  10.9 01.2 01.2   
.2.4.6..9.5...9..27......4.2.1..59...9.6.....5.......1......8...1...2..6...36....  10.9 01.2 01.2   
.2.4.6..9.5...9..27......4.2.1..59...9.6.....5.......1...3......1...2..6....6.8..  10.9 01.2 01.2   
.2.4.6.8............9...4.......1.6..7.6.28....6.3..725............1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8............9...4.......1.6..7...28....6.3..725...6........1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8............9.2.4.......1.6..7....8....6.3..725...6........1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8............9.2.4.......1.6..7....8....6.3..725.2.6........1..2..6...7..8  10.9 01.2 01.2   
.2.4.6.8............9.2.4.......1.6..7.6..8....6.3..725.2..........1..2..6...7..8  10.9 01.2 01.2   
.2.4.6.8............9.2.4.......1.6..7.6..8....6.3..725............1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.......6.8....7....3.5...46.....3....7.1..8....2...7.....9......15.79.....3.1  10.9 01.2 01.2   
.2.4.......6.8....7....3.5...46.....3....7.1..8....2...71....9......15.79.....3..  10.9 01.2 01.2   
.2.4.6.8.........6..9.2.4.......1....7.6.28......3..7.5.2..........1..2..6...7..8  10.9 01.2 01.2   
.2.4.6.8.........6..9.2.4.......1....7.6.28......3..7.5............1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8.4..........8.3.5....9.....5.8...4.7.....1.3....1...9...7.2..........7.6.  10.9 01.2 01.2   
.2.......4.6.8..2.7.8.....4...9..3...6..2...8.....5.1.5..3..........19...4..6...7  10.9 01.2 01.2   
.2.4.6.8.......2.6..9...4.......1....7.6.28......3..7.5............1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8....18.2....9...4......3..7..4.6.78.........6.5............1..4..6.7.2..8  10.9 01.2 01.2   
.2.4.6.8....18.2....9...4......1..4.5.........6.7.2..8.4.6.78......3..6........7.  10.9 01.2 01.2   
.2.4.......6.8.1..7....1..52....3.1...4.2.5...8.6.......2.............979....53..  10.9 01.2 01.2   
.2.4.6.8....1..2....9...4.........6..7.6.28......3..7.5........7...1..2..6.2.7..8  10.9 01.2 01.2   
.2.4.6.8....1..2....9...4.........6..7.6.28......3..7.5.2......7...1.....6.2.7..8  10.9 01.2 01.2   
.2.4.6.8....1..2.6..9...4......3..7..4.6.78...........5............1..4..6.7.2..8  10.9 01.2 01.2   
.2.4.6.8....1..2.6..9...4......1..4.5.........6.7.2..8.4.6.78......3...........7.  10.9 01.2 01.2   
.2.4.......678...1..9.3...6..8.1...3...9.....9......5...7..316.....7.3..8.......7  10.9 01.2 01.2   
.2.4.67....6..9...7...2......4.9.6.....3.8...8......5...7.6.2..51......3........1  10.9 01.2 01.2   
.2.4.6...........6..9.2..5...19..5.7.......1.7...1.9.23....8....4....3..9.5.7..2.  10.9 01.2 01.2   
.2.45..8......9....891...4.2.4....6...86......6....1.85............7...3.4.2...1.  10.9 01.2 01.2   
.2.45........8...6.89..35..2......7..9.........439.8....1.3.4.....54.1..9....1...  10.9 01.2 01.2   
.2.45..8....1....6.....7...2..5...9...5.7......4...3....289..4.8........9....4..1  10.9 01.2 01.2   
.2.45......7..9.6.8..........1..46......2..9..3.8....73.....1....4..7..6...5..94.  10.9 01.2 01.2   
.2.4.....4...8...1..8.13....4..9..5..6.........13....2..21....4.......7...48.7..3  10.9 01.2 01.2   
.2.4...........1..7....3..5....9....5..1.7..66....5..3.67.....88.....35......8.6.  10.9 01.2 01.2   
.23.....94....91......3..4.2...98..4......8..9...1...23...2...1..7...........5.6.  10.9 01.2 01.2   
.23.....94....91......3..4.2...95..4.7.8.....9...2...15...4...3............5..6..  10.9 01.2 01.2   
.23.....94....91......3..4.2...9...4......8....56.....37..2...1.......7.9...17..3  10.9 01.2 01.2   
.23.....94....91......3..4.2...9...1.7.8.....9...25..45...4...3............5..6..  10.9 01.2 01.2   
.23.....94....91......3..4.2...9...13.5.4...2.9.....5.......8...6...7...9...1...4  10.9 01.2 01.2   
.23.....94...8.2...6..........5...7..8..3.6.......1........7.1...4.2.3..8..9....5  10.9 01.2 01.2   
.23.....94.....1....9.3..4...8..7.6.3...9...1.7.6..........58....5......9...4...3  10.9 01.2 01.2   
.23.....94.....1....9.3..4.2...9...13.5.1...4.....5.7......8.2..6.......9...2...3  10.9 01.2 01.2   
.23.....94.....1...9..3..4.2...1...4.....58...7.......3...4...2...6..49.9...2...1  10.9 01.2 01.2   
.23.....94.....1....9.3..4.2...1...3..75..4........6..3...4...1...8.....96..2...4  10.9 01.2 01.2   
.23....8.4....9..6.6..2.1......6...55..74.6.......5.9...1......6....4..7.8....3..  10.9 01.2 01.2   
.23....8.4....9..6....2.1......6...55..74.6....6..5.9...1......6....4..7.8....3..  10.9 01.2 01.2   
.23....8.4...8.1.......3..4..56.....8....4.2.........63....8.1..7.9.....6....2.4.  10.9 01.2 01.2   
.23....8.4.....1....8.....42....8.4......4.1.....6.3...3..9...58....2.3..7.3.....  10.9 01.2 01.2   
.23....8.4.....1....8.....42....8.4.3....4.1.....6.3......9...58....2.3..7.3.....  10.9 01.2 01.2   
.23....8.4.....1...8...3..4..79.....3...68.4.8....2.1..........6....4.2....6..5..  10.9 01.2 01.2   
.23....8.4.....1....8..3..42....8.4.3....4.1.....6........9...58....2.3..7.3.....  10.9 01.2 01.2   
.23....8.4.....1...8...3..42....8.1.3...62.4...79..............6....4.2....6..5..  10.9 01.2 01.2   
.23....8.4.....1....8..3..42...38.4......4.1.....6.3...3..9...58....2.3..7.......  10.9 01.2 01.2   
.23....8.4.....1....8..3..42...38.4.3....4.1.....6........9...58....2.3..7.......  10.9 01.2 01.2   
.23....8.4.....1.3..8.....42....8.4......4.1.....6.3...3..9...58....2....7.3.....  10.9 01.2 01.2   
.23...7..4....9.2..98...5....41......8...2.9.....6...7....2...6...51......2..4.3.  10.9 01.2 01.2   
.23...7..4....9.2..982..5....41......8...2.9.....6...7........6...51......2..4.3.  10.9 01.2 01.2   
.23..6.8.4...8.2...9........3....9..8....7..6...1...5....6...1...4.2.3.......5..7  10.9 01.2 01.2   
.23..67...5.7.....................9..74.6.2..5..3.........24..18....3.2..426..3..  10.9 01.2 01.2   
.23..67...5.7.........3...........9..74.6.2..5..3.........24..18.........426..3..  10.9 01.2 01.2   
.23..67...5.7...3.................9..74.6.2..5..3.........24..18....3....426..3..  10.9 01.2 01.2   
.23..67...5.7...3.7.......62....3.6...18..4...9..1....3....5.7.......9......4...8  10.9 01.2 01.2   
.23..67...5.7.........3....2......9..74.6.2..5..3.........24..18......2..4.6..3..  10.9 01.2 01.2   
.23..67...5.7........2............9..74.6.2..5..3..........4..18....3.2..426..3..  10.9 01.2 01.2   
.23..67...5.7....2................9..74.6.2..5..3.........24..18....3....426..3..  10.9 01.2 01.2   
.23..67...5.7..............2......9..74.6.2..5..3.........24..18....3.2..4.6..3..  10.9 01.2 01.2   
.23..67...5.7........23...........9..74.6.2..5..3..........4..18......2..426..3..  10.9 01.2 01.2   
.23..67...56....3.7...........8..9..5....7.6...8.9...43....2.5..1.54............1  10.9 01.2 01.2   
.23..67...56....2.7............4.9..3....2.5....1....8.1.8.....6....3.7.....9...4  10.9 01.2 01.2   
.23..67...56....2.7.........1.5.....6....3.5.....4.8.1..98.....5....7.3.....9...4  10.9 01.2 01.2   
.23..67...5.....3.7.......6...8..9..5....7.6...8.9...43....2.5..1.54............1  10.9 01.2 01.2   
.23..67...5.....3.7.......62....7.5...8.9.......8....1.1..4....5....3.6....9....4  10.9 01.2 01.2   
.23..67...5.....3.7.......62....3.7..4.8.........9...1...1..9..5....7.2.....4...8  10.9 01.2 01.2   
.23..67...5.....3.7...3...6.9....8.....8....46....3.5.5....2.6...19.........4...1  10.9 01.2 01.2   
.23..67...5.....3.7...3...6.4.8.....6....2.7.....9...1...1..9..5....3.2...8.....4  10.9 01.2 01.2   
.23..6.....67...2.7...1....2....7.3.....9......5...8..3....1.7.......4..64...2.1.  10.9 01.2 01.2   
.23..6....5.7...3.7.......6...8..4..6....2.7..9......1....4.9..5....7.2....1....8  10.9 01.2 01.2   
.23..6....567...3.7........2....7.6..4....9......1...8...8....16....2.5....9..4..  10.9 01.2 01.2   
.23.5...9...1..2..6........2..8...5..35.4.9..........3.1...74............42.3..9.  10.9 01.2 01.2   
.23.5...9...1..2..6........2..8.3.5...5.4.9..........3.1...74............42.3..9.  10.9 01.2 01.2   
.23.5.7....6.....37......5.......8...8...4.9.6...2...75...3...6..19..4.......1.7.  10.9 01.2 01.2   
.23.5.7....6.....27......5.2...6...5...9..8.......8.1.5...3...6..41......9.....4.  10.9 01.2 01.2   
.23.5.7...567....37........2...3...7...9.1.4...1.......8............489.6...7...2  10.9 01.2 01.2   
.23.5.7...56.....37...........9...4.6...2...7.1...8........48..5...7...6...1...9.  10.9 01.2 01.2   
.23.5.7...56.....37........2...7...6..91..8.......4.9.3...2...7...8..4.........1.  10.9 01.2 01.2   
.23.5.7...56.....37........2...3...7...9.1.4...1..7....8............489.6...7...2  10.9 01.2 01.2   
.23.5......67....37.....5..2...6...5...9...4......18.......49..5...7...6.8.....1.  10.9 01.2 01.2   
.23.5......67....27......5....8..4..5...3...7.......1.3...2...6.9.1..8.......4.9.  10.9 01.2 01.2   
.23.5.....567....37........2...3...7...9.1.4...1.......8.....7......489.6...7...2  10.9 01.2 01.2   
.234....9.5.......6....7.5....8..3....8...92..4..2...8..29....4.7..61.......4.1..  10.9 01.2 01.2   
.234....9.5.......6....7.5....8..3....8..492..4..2...8..29....4.7..61.........1..  10.9 01.2 01.2   
.234....9.5.......6....7.5....8..34...8..49......2...8..49....2.7..61.........1..  10.9 01.2 01.2   
.234....9.5.......6....7.5....8..34...8..492.....2...8..29....4.7..61.........1..  10.9 01.2 01.2   
.234....94....9....8..3.........71...75......8...2...33...9...4.......6....6.1.5.  10.9 01.2 01.2   
.234....94........8......5...5.7.......3..8..9....2..33..9....2.1..6......6....1.  10.9 01.2 01.2   
.234....94.....1....9.3....2...1...3......8....56.....3.2.47..1.......7.9...2...4  10.9 01.2 01.2   
.234....94.....1....9.3....2...1...3398.4...1......8...6...7..........5.9...2...4  10.9 01.2 01.2   
.234....94.....1....9.2....2...3..543...4...1..5.......6....8.......7...9...1...3  10.9 01.2 01.2   
.234....94.....1....9.2....2...3...1.....5.6.9...4...33...1...8.783..........8...  10.9 01.2 01.2   
.234..7.......9.23.......4........3.5...6.....382....7......8...428...7.8...1....  10.9 01.2 01.2   
.234..7.......9.23.......4........3.5...6.....382....73.....8...428...7.....1....  10.9 01.2 01.2   
.234..7.......9.23.......4.....1....5......3..382....7......8...428...7..7..6....  10.9 01.2 01.2   
.234..7......8..2.7.......4.6........749...3.....1........759..6.....37..9.3....2  10.9 01.2 01.2   
.234..7......8..237.........6...........1.....973...4.6.....97...49....2....754..  10.9 01.2 01.2   
.234..7......8..237.......4.6........749...3.....1........759..6......7..9.3....2  10.9 01.2 01.2   
.234..7......8..237.......4.6...........1.....973...4.6.....97...49....2....75...  10.9 01.2 01.2   
.23......4..7.....7.8..1..5.3....9......6..3.8..1....7....9.2....58....4.....7.6.  10.9 01.2 01.2   
.234..7..4.........97.3.........5..8...1...6.7...4.2....56..........8.1.9...2.4..  10.9 01.2 01.2   
.234.......6.8....7....35....4....7....8...9.9....7..53....1.5....2....1.6......3  10.9 01.2 01.2   
.234...........1..7....3..5.1....9..5......76..7..8..3...9......4..2....8....5.6.  10.9 01.2 01.2   
1.......9....8...6..92...5..3.....4...46....5....47.2...29..5...1..3....7....8...  10.9 01.2 01.2   
1.......9...7.9....8..1.6....1.6...8..8.72..1.6....2....7.9...66..5...4..3.......  10.9 01.2 01.2   
1.......9...7.9....8..1.6....1.6...8..8.72..1.6....2....7.9....6..5...4..3.6.....  10.9 01.2 01.2   
1.......9..7.8.....69...5..2...7...1.....5.4....3..6....1.2...8.3...4.6.9........  10.9 01.2 01.2   
1.......9..67...3..8....5.....6..3.4....7..2...4.32...5....1....9......8..72...6.  10.9 01.2 01.2   
1.......9..67...2..8...34....76...4.3....1....9..78...6....7.5....5..2....5.....4  10.9 01.2 01.2   
1.......9..67...2.....3.........8.5.56.2.......8..72...428...6......4.....56...7.  10.9 01.2 01.2   
1.......9..6...23..9.2..6..2....4.....16......491....3.......5.8...7..2...23....6  10.9 01.2 01.2   
1.......9..6...23..9.2..6..2....4.....16....2.491....3.......5.8...7......23....6  10.9 01.2 01.2   
1.......9.5...9.3.....2.5.4.7...53....62.7...9..8....7..16...7..9...4..38........  10.9 01.2 01.2   
1.......9.5...9.3....1..56..3.5....68.4...2......2......7.4.6...1.6....3.....8.7.  10.9 01.2 01.2   
1.......9.5...92..6...3........6.8..3...7.....8...5..2.4...8.2...1...9.8...7..4.5  10.9 01.2 01.2   
1.......9.5..89...7..1..5...7.9....1....6......4..12..31.8....5.......3..8.5....7  10.9 01.2 01.2   
1.......9.5..89...7..1..5...1.8....5..4.2..........26..7.5....16....34.........3.  10.9 01.2 01.2   
1.......9.5.7...2...8...4....4.....8.6.2...3.9...1........6..5....3....7.7..253..  10.9 01.2 01.2   
1.......9.5.....3...91..56.2...7.........84...3.6....1.1.9....5..7..4...8...2....  10.9 01.2 01.2   
1.......9.5.....3...91..56.2....7.4..3.6....1....4.....9.5....65.....8....7.28...  10.9 01.2 01.2   
1.......9.5.....3...91..56.2...7.....3.9....6..4..8....9.6....1..7....2.8....4...  10.9 01.2 01.2   
1.......9.5.....3...8.7.4....6..78...3..4....9..6...5...27..6......28........4..1  10.9 01.2 01.2   
1.......9.5.....2...91..56.....4.....6.2....5..7..3...3...7.8...9.6....1..4..8...  10.9 01.2 01.2   
1.......945...9.3.....2.5.........9...5.1...797...43..59...7..3...8.......6...4..  10.9 01.2 01.2   
1......89.5...9.31......5....76.........4..2.8....59....4.7....5....38...6.2.....  10.9 01.2 01.2   
1......89.5...9.3....1..5...6.....4.8....59....7.2.....4.6.....5....83....2.7....  10.9 01.2 01.2   
1......89.5...9.31......5......4..6.5....81....72.......26.....8....53...4..7....  10.9 01.2 01.2   
1......8....7....3..9.2.4......4.....4.9.52....56.2.....4.6.9...3......18......7.  10.9 01.2 01.2   
1......8...6.8..3....2.1..62.4.6...3.....4......5.....3...2...46...1...8..7....9.  10.9 01.2 01.2   
1......8...6.8..3....2.1..62...1...88..36...1.....7....4.5...1.......9..6...2...3  10.9 01.2 01.2   
1......8...6.8..3....2.1..62...1...83...6...1.....7.........9..6...2...3.4.5...1.  10.9 01.2 01.2   
1......8...6.8..3....2.1..62...1...38...6...1.....7....4.5...1.......9..6...2...8  10.9 01.2 01.2   
1......8...6.8..2..9....5....4..7..6....62......1..3..5.........3.5..9....2.7..4.  10.9 01.2 01.2   
1......8...6.8.13....2....62...6...3...1.4...6.4.2....3...1...8.7....91....5.....  10.9 01.2 01.2   
1......8...6.8.13....2....62...6.....1...4...6.4.2...33...1...8.7....9.....5...1.  10.9 01.2 01.2   
1......8...6.8.13....2....62.4.6...3.1...4...6...2....3...1...8.7....9.....5...1.  10.9 01.2 01.2   
1......8...6.8.13....2....62.4.6.......1.4...6...2...33...1...8.7....91....5.....  10.9 01.2 01.2   
1......8...6.8.13....2....62...1...88..36...1.....7....4.5...1.......9..6...2...3  10.9 01.2 01.2   
1......8...6.8.13....2....62...1...83...6...1.....7.........9..6...2...3.4.5...1.  10.9 01.2 01.2   
1......8...6.8.13....2....62...1...38...6...1.....7....4.5...1.......9..6...2...8  10.9 01.2 01.2   
1......8...67......9..3.5..2....4..8...9...1........425....8..1..7.9.....3.6.....  10.9 01.2 01.2   
1......8...67....3.9..1......5..7...36.5..2......3...5.8..6..4......49....23....6  10.9 01.2 01.2   
1......8...67....3.8.........76....5....914..94.........2.6.3.....3...5.....27..6  10.9 01.2 01.2   
1......8...67....3.8.........76....5....419..94.........2.6.3.....3...5.....27..6  10.9 01.2 01.2   
1......8...6...2...8.1..6.5.....74..3...9......82...1..9..3.....7...4.....15...6.  10.9 01.2 01.2   
1......8..5...9..6..9.2.5...7.3.......4..23.....54.....6.....51..52..9..8......7.  10.9 01.2 01.2   
1......8..5..89...7..1..5...1.9...7......39....4...2...9.8...5.........667.5...9.  10.9 01.2 01.2   
1......8..5.7.......9.3...4..4.6...3.....42...7.8.........9.4.....5...1...2...9.6  10.9 01.2 01.2   
1......8..5.1....6.....7.4...59....331...2...96....8..5..6....1....2..7..3...4...  10.9 01.2 01.2   
1......8..5.1....6.....7.4...56....331...2...96....8..5..9....1....2..7..3...4...  10.9 01.2 01.2   
1.....7.9.5...9.3.....2.4.....8....7..62...5..7...53....86.......1...5...4...7..3  10.9 01.2 01.2   
1.....7.9.5...91....8....5...46.............25....8.7.....3....8..5.1.9.93...7.1.  10.9 01.2 01.2   
1.....7.9.5...91....8....5...46.............25....8.7.....3....8....1.9.93.8.7.1.  10.9 01.2 01.2   
1.....7.9...1.9.....8.2..5....3.76...3.........5.4..2...6...8.254.....6.....6....  10.9 01.2 01.2   
1.....78.....8...6.......5...5..46...9.2.....6...1.3....29......4...5...8...7...3  10.9 01.2 01.2   
1..........7.8...6.9...31....4..8......7.2..47...4.86.5......9..3.5.......8.2...7  10.9 01.2 01.2   
1..........7.8...6.9...31....4..8......7.2..4....4.86.57.....9..3.5.......8.2...7  10.9 01.2 01.2   
1..........7.8...6.9...31....4.........7.2..47...4.86.5..8...9..3.5.......8.2...7  10.9 01.2 01.2   
1..........7.8...6.9...31....4.........7.2..4....4.86.57.8...9..3.5.......8.2...7  10.9 01.2 01.2   
1.....78...6.8......91....6.4...3..........2.9...1...7..5..8...6...7...88..56...1  10.9 01.2 01.2   
1.....78...6.8.1....9.....6...5..4...3...4...6...9...7.....2...8...7...1..53...2.  10.9 01.2 01.2   
